"","HIGH_vs_LOW","HIGH_vs_MOD","MOD_vs_LOW"
" ENSG00000091436.17|MAP3K20",1.27028588445394e-05,0.00015918799380843,0.000978711825002976
" ENSG00000144357.18|UBR3",0.000319404969381487,0.000104647043288777,0.0195858670037323
" ENSG00000178149.17|DALRD3",0.00193046077946091,0.000479406426864807,0.138465625249878
" ENSG00000166128.13|RAB8B",0.00303241720254749,0.000413547923199713,0.0143233515108302
" ENSG00000247556.7|OIP5-AS1",0.000676378953947582,0.00024454562798156,0.0391916547962553
" ENSG00000101972.20|STAG2",0.000644513844290962,0.00018171313505076,0.00426796697468912
" ENSG00000188215.10|DCUN1D3",0.002538702353242,0.000333167789906658,0.00726015516449641
" ENSG00000018510.18|AGPS",0.000106851545009492,0.00029125985372873,0.00284770440805071
" ENSG00000155827.12|RNF20",0.00119050874927618,0.000207538892666177,0.0229550897564477
" ENSG00000135535.17|CD164",0.00064846326875275,0.000350502326528681,0.00348834231939366
" ENSG00000213923.13|CSNK1E",0.00210488210371373,0.00042129149396416,0.0134362625807625
" ENSG00000100060.18|MFNG",0.00103080880345152,0.000126029560459856,0.0608463643245074
" ENSG00000100852.14|ARHGAP5",1.18298512817407e-05,7.85877940254799e-05,0.0231359599223094
" ENSG00000164209.17|SLC25A46",0.000287009061033471,0.00010731544279085,0.00499108469814769
" ENSG00000119729.12|RHOQ",0.000240898066536286,9.1366977574239e-05,0.0116400781926844
" ENSG00000106004.5|HOXA5",0.000105731504732809,0.00016300075396345,0.00160133888545348
" ENSG00000183475.13|ASB7",0.000957679104202884,0.00016513689870657,0.010998518795997
" ENSG00000115353.11|TACR1",0.0192171549126335,0.00047027114093679,0.0960926608692043
" ENSG00000179195.16|ZNF664",7.88628842935244e-05,5.7916707313645e-05,0.0024962857859204
" ENSG00000237441.10|RGL2",0.0017261945750866,0.000666380101756002,0.175800083470647
" ENSG00000204856.12|FAM216A",0.00287594095178123,0.000154803201309999,0.00577488861012047
" ENSG00000160209.19|PDXK",0.000165224859976051,0.000181446598299106,0.00679140661217004
" ENSG00000109184.15|DCUN1D4",0.00232694148543784,0.000520608583278301,0.010683880560918
" ENSG00000065613.15|SLK",0.000194632096664954,0.00017827907326204,0.00206561786759932
" ENSG00000123908.12|AGO2",0.00154675407760023,0.00027712084816175,0.0101897768014116
" ENSG00000106211.10|HSPB1",0.000103157056794201,0.000128191596414693,0.0334179784171714
" ENSG00000234741.10|GAS5",0.000657770382601508,0.000351708481266688,0.0800445511102821
" ENSG00000162591.17|MEGF6",0.00156770882338786,0.000499105015388707,0.0212366888851318
" ENSG00000072415.10|PALS1",0.00180462965805184,0.000426946169240032,0.0119514136957267
" ENSG00000134262.13|AP4B1",0.000121286433301449,5.27321869910891e-05,0.00449296301336263
" ENSG00000183098.12|GPC6",0.000423253026876742,0.000109281779416638,0.00227360264801346
" ENSG00000108064.11|TFAM",3.30733552982181e-05,0.000508831940184584,0.0539016671979393
" ENSG00000150768.17|DLAT",0.000879067300897236,0.000212980590630626,0.00444108398880469
" ENSG00000084073.10|ZMPSTE24",0.00102616428458778,0.00024392707133003,0.116523164266981
" ENSG00000090376.11|IRAK3",0.00334577310565848,0.000477226000401785,0.144719438511953
" ENSG00000112983.18|BRD8",0.00332144160988723,0.000584651528513538,0.0274347828812899
" ENSG00000149499.12|EML3",0.00264910972443999,0.000519141908790459,0.100472812860942
" ENSG00000133083.15|DCLK1",0.000966605016621266,0.000322877697613071,0.00220476382156598
" ENSG00000122786.20|CALD1",3.60022537051474e-05,4.44875821006274e-05,0.00510069717904804
" ENSG00000204256.14|BRD2",0.00086895640277429,0.000257926713747364,0.022254623647422
" ENSG00000185630.20|PBX1",0.000437696752709479,0.000145808969003011,0.0118628132429875
" ENSG00000187735.16|TCEA1",0.00192036481571839,0.000538622000387066,0.0394722824977646
" ENSG00000130024.15|PHF10",0.000554443080836759,0.000473019614688486,0.0529545619364569
" ENSG00000114737.16|CISH",0.115275707110247,0.000683661218938695,0.0810199293705799
" ENSG00000204161.15|TMEM273",0.00120139621408244,0.000418186830149973,0.0110757458236902
" ENSG00000111647.13|BLTP3B",0.000234749585106592,0.000141173504337738,0.00236190584918749
" ENSG00000162688.17|AGL",0.000142170888807255,0.000150733017018623,0.00428628550995569
" ENSG00000148943.12|LIN7C",0.00133662084028134,0.000347551803767993,0.127921387412486
" ENSG00000164442.11|CITED2",0.000435434294052794,0.000246704494921773,0.00339962816269353
" ENSG00000120137.7|PANK3",0.00029159572382964,0.00014940824837682,0.00882295658309562
" ENSG00000260916.8|CCPG1",0.00171190117340753,0.000396537781496373,0.0128445267577296
" ENSG00000187260.16|WDR86",0.00412876296431353,0.000422169375606921,0.0976986803745429
" ENSG00000185507.21|IRF7",0.00881943687694586,0.000409409680830121,0.0720226930771778
" ENSG00000164418.22|GRIK2",0.00860611296467358,0.000262405628400075,0.0901379293569895
" ENSG00000141027.23|NCOR1",0.000710515220332941,0.000470060148051153,0.0843276147455197
" ENSG00000100934.15|SEC23A",0.000125916443016363,0.000117165028824529,0.0017583467358605
" ENSG00000288874.2|ENSG00000288874",0.0898233377739698,0.000856336376318085,0.0272044153041318
" ENSG00000049540.19|ELN",0.000476996496779236,0.000118553999935471,0.00221351221565957
" ENSG00000107679.15|PLEKHA1",0.00333107832753098,0.0007403199456109,0.00964784851157163
" ENSG00000112031.16|MTRF1L",0.00397393959130897,0.000732400191601888,0.0524826989492946
" ENSG00000102738.8|MRPS31",0.00337622810265759,0.0010277758368094,0.0114313757541641
" ENSG00000134531.10|EMP1",2.16633996824001e-05,5.22504112112188e-05,0.000624387897365973
" ENSG00000187398.12|LUZP2",0.0050713924306884,0.000361010124771188,0.00510884131169265
" ENSG00000125968.9|ID1",0.00115643333260762,0.000213017260850453,0.0467179725962656
" ENSG00000236824.2|BCYRN1",0.00633401511700737,0.000393312935908832,0.00599180130377341
" ENSG00000142544.7|CTU1",0.0121393774771978,0.000501789069887836,0.167008267975085
" ENSG00000165156.15|ZHX1",0.00119129226084309,0.000439082756888249,0.081618494786397
" ENSG00000213694.7|S1PR3",0.0120784800860285,0.000665169756493955,0.0206466787097717
" ENSG00000223797.8|ENTPD3-AS1",0.0118200854616851,0.000619182927824779,0.0227659145295324
" ENSG00000132388.13|UBE2G1",0.000635613747739799,0.000244347369487267,0.0219241051250074
" ENSG00000062725.10|APPBP2",0.00134462564657446,0.000366183443779578,0.0280899705420198
" ENSG00000102580.15|DNAJC3",0.000319697538909701,0.000156457642468413,0.00384123875157905
" ENSG00000075223.14|SEMA3C",0.00158775601743243,0.0002268401176994,0.00795370506020787
" ENSG00000185324.22|CDK10",0.000265827164462551,0.000145677328426519,0.0176479833340115
" ENSG00000253406.1|ENSG00000253406",0.0321424019598047,0.000443072666504842,0.0500925403795024
" ENSG00000085719.13|CPNE3",0.000913813077121254,0.000601977008516164,0.0136410518341479
" ENSG00000260032.2|NORAD",0.00102615227583185,0.000296615852371301,0.00662922778876185
" ENSG00000163659.13|TIPARP",0.0032926569537914,0.000642611026169677,0.0080984512786352
" ENSG00000164626.9|KCNK5",0.0416672723960974,0.000209278637537724,0.00840777521280413
" ENSG00000136021.19|SCYL2",0.00089737662208363,0.000201680010270877,0.100428182217261
" ENSG00000104164.12|BLOC1S6",0.000786007476630233,0.00035594557142482,0.00730185648984959
" ENSG00000198363.18|ASPH",0.0028224147014246,0.000815091604130338,0.0082636105183409
" ENSG00000286177.1|ENSG00000286177",0.030876656938636,0.000315259121049977,0.0259573076725714
" ENSG00000166250.12|CLMP",0.00107619942122223,0.00038321357870566,0.0614059218393063
" ENSG00000113083.15|LOX",0.00282878341882666,0.000462385207653894,0.00487947110342246
" ENSG00000107036.12|RIC1",0.00107259045009685,0.000372218561740095,0.00486595362873557
" ENSG00000188290.11|HES4",0.0063224733467866,0.000695915112169914,0.00884871564424507
" ENSG00000172466.16|ZNF24",0.000277396000993064,0.000271511369575548,0.0194653092244397
" ENSG00000160813.7|PPP1R35",0.0079929089766535,0.000390752995308681,0.029075157768747
" ENSG00000141622.14|RNF165",9.81303562960223e-05,5.53769403713877e-05,0.00082506053312914
" ENSG00000244754.9|N4BP2L2",0.00341603571491401,0.00104555732069964,0.0759569062852212
" ENSG00000273485.1|ENSG00000273485",0.0605449178317286,0.00021729964200163,0.0130930614190192
" ENSG00000085832.18|EPS15",0.00103603864748281,0.000217226350459176,0.0286251837528506
" ENSG00000198689.13|SLC9A6",0.00380897981295384,0.000852828643711433,0.00950913632951911
" ENSG00000176834.14|VSIG10",0.00430523458783794,0.00071334399552362,0.0445667441692963
" ENSG00000164023.15|SGMS2",0.016721542304995,0.00113688906414754,0.0325980788855206
" ENSG00000065809.14|FAM107B",0.0025308248473698,0.000326589437351976,0.050784959861703
" ENSG00000206503.14|HLA-A",0.0015263088734212,0.000706206767775268,0.0272377778909177
" ENSG00000175105.8|ZNF654",0.00122505761178748,0.000358818308586971,0.00325986112855847
" ENSG00000138448.13|ITGAV",5.66310891562266e-05,0.000256597299074346,0.0459730798808563
" ENSG00000138061.12|CYP1B1",0.0027563497422779,0.00014827174183346,0.00587666408326948
" ENSG00000143149.13|ALDH9A1",0.000186615537416735,0.00020332787443224,0.00436715365965257
" ENSG00000115425.14|PECR",0.00349195953989809,0.000836486931874292,0.030322365595829
" ENSG00000149177.15|PTPRJ",0.0322581056081295,0.00102170589823336,0.0244141673588282
" ENSG00000085063.18|CD59",0.00181088480938474,0.000338886707085809,0.0318427093373218
" ENSG00000152484.14|USP12",0.00150971802553251,0.000493777996023757,0.00548600069406369
" ENSG00000176531.11|PHLDB3",0.0043424967070812,0.000596689982094968,0.0077553554628878
" ENSG00000070404.10|FSTL3",0.00434391020989327,0.000585957143173054,0.114819733115063
" ENSG00000196850.6|PPTC7",0.00238019315061444,0.000615520707883825,0.00807129603127821
" ENSG00000165476.14|REEP3",0.000476376082858892,0.000262580258361012,0.00457596202108093
" ENSG00000167685.15|ZNF444",0.00504295552205292,0.00115791632045338,0.0210167643957296
" ENSG00000203883.7|SOX18",0.0247296448917834,0.0014121763684438,0.0254598809001559
" ENSG00000173163.11|COMMD1",0.00336085151099297,0.000408612628754358,0.0149451251447386
" ENSG00000128709.13|HOXD9",0.0149015700017198,0.000889461463379051,0.14850344204094
" ENSG00000123091.5|RNF11",0.0017163589907095,0.000763625398491974,0.15915536547877
" ENSG00000289272.1|ENSG00000289272",0.0438472360120002,0.000381809058208617,0.0369474138503099
" ENSG00000115464.15|USP34",0.00215091427808238,0.000526411403657147,0.00432504598864192
" ENSG00000196465.11|MYL6B",0.00133129328037107,0.000478418041630624,0.00482923597997442
" ENSG00000123405.14|NFE2",0.15521839847413,0.00149042684017265,0.270845121019145
" ENSG00000164403.15|SHROOM1",0.006660799156753,0.00125075335079902,0.0297834937270491
" ENSG00000152465.18|NMT2",0.000786787814900713,0.000619460694990814,0.014766800205996
" ENSG00000143793.13|C1orf35",0.00368433428055925,0.000508743361767937,0.0234515543475545
" ENSG00000290560.1|ENSG00000290560",0.016766664358415,0.00072442500093095,0.0299105491258248
" ENSG00000071794.16|HLTF",0.00621358771268517,0.000834025871551378,0.0123155689744378
" ENSG00000204272.13|NBDY",0.000726170967319417,0.000186141346710578,0.00625168405951992
" ENSG00000070814.22|TCOF1",0.000541497365064258,0.00064864880246805,0.00505455926172171
" ENSG00000152926.16|ZNF117",0.00315037305436073,0.000906788062148511,0.00879132809906968
" ENSG00000141429.14|GALNT1",0.00190910390953269,0.000569022146938764,0.0290423998060976
" ENSG00000204536.15|CCHCR1",0.00460969221497975,0.000724878371919583,0.0265023249730815
" ENSG00000256751.6|PLBD1-AS1",0.00176677730901569,0.00035172685531104,0.00719556491261437
" ENSG00000180228.14|PRKRA",0.00181623202340817,0.000524332251211923,0.0137728136168878
" ENSG00000176783.15|RUFY1",0.000694008532075495,0.000412157547132545,0.00618362183804322
" ENSG00000118200.15|CAMSAP2",0.00177396599655168,0.000854356732244432,0.109719504967618
" ENSG00000198586.14|TLK1",0.00104753772682881,0.000368290297427292,0.0063940663750735
" ENSG00000164924.18|YWHAZ",4.92643652870292e-05,0.000200254393456452,0.00164478446217697
" ENSG00000136068.16|FLNB",0.000581981461413528,0.000450138908598149,0.0305130830599208
" ENSG00000080608.10|PUM3",0.000385059998412873,0.000238669295493321,0.0279089105668628
" ENSG00000060749.17|QSER1",0.000532301994642955,0.000471469089219689,0.0062683850370715
" ENSG00000073921.18|PICALM",0.000354158517634514,0.000295517092509132,0.00341580894138191
