"","HIGH","LOW","MOD"
" ENSG00000126368.6|NR1D1",0,0,0
" ENSG00000198673.11|TAFA2",0.000581032023283852,0.000264054609716902,8.29700419392454e-05
" ENSG00000198221.12|AFDN-DT",0.0357314020351615,0.00623500350196582,0.000929574665432757
" ENSG00000134516.20|DOCK2",0.0290355802505749,0.00309220879640008,0.000479159670517815
" ENSG00000065621.15|GSTO2",0.0648370402722179,0.00119481869227644,0.000916665540686252
" ENSG00000152464.15|RPP38",0.00585578243842121,0.00388409914594467,0.00128123386333157
" ENSG00000162688.17|AGL",0.000184746443136926,4.53162989030022e-05,0.00014235660943946
" ENSG00000012963.15|UBR7",0.00321406499272736,0.00181441161003104,0.00103948942800275
" ENSG00000013374.17|NUB1",0.00199631861953852,0.00163772213463598,0.00082614372230119
" ENSG00000174013.8|FBXO45",0.00183771585472641,0.00593887602579885,0.000396024048826851
" ENSG00000182885.17|ADGRG3",0.288124731842234,0.00248447613216141,0.00106045537874266
" ENSG00000167210.17|LOXHD1",0.00876013189810365,0.0562373400269775,0.00074581207736546
" ENSG00000115457.10|IGFBP2",0.00122302385470607,0.00136617819697471,0.000182685502962854
" ENSG00000105323.18|HNRNPUL1",0.00103731847121193,0.00112602274002549,0.00104155356356861
" ENSG00000112699.11|GMDS",0.00159612027838729,0.0226522933104977,0.000359687684110654
" ENSG00000112584.14|FAM120B",0.000144167572168364,0.000165509889754722,0.00349535971505932
" ENSG00000184381.20|PLA2G6",0.000415279226976373,0.000105415931218475,0.000652598290251216
" ENSG00000121774.18|KHDRBS1",0.00281142741507125,0.00281283973302882,0.00119677912811416
" ENSG00000139832.5|RAB20",0.00887375775357644,0.00956683961687254,0.000624811619875487
" ENSG00000172771.13|EFCAB12",0.0185649494228736,0.00290042346305686,0.000435476370675092
" ENSG00000164125.16|GASK1B",0.00607082976544859,0.00571297519502836,0.00136129068385471
" ENSG00000137343.18|ATAT1",6.56337576788735e-05,5.08489828683345e-05,2.95836872673538e-05
" ENSG00000131013.4|PPIL4",0.00186754218276058,0.00184358833912224,0.00080370312079551
" ENSG00000118596.12|SLC16A7",0.00186442315704474,0.0108789173138909,0.000314042944783877
" ENSG00000004455.18|AK2",0.00286449856366558,0.00525245650131911,0.000842670782627184
" ENSG00000134853.12|PDGFRA",0.0096142861056786,0.00348176187029814,0.00162629056421842
" ENSG00000225484.7|NUTM2B-AS1",0.000581468519564573,0.000519262964288066,0.000199677007166699
" ENSG00000272872.1|ENSG00000272872",0.0179544996640253,0.00343837475807351,0.000660164489850759
" ENSG00000170248.15|PDCD6IP",0.00272124742198614,0.00509692406110929,0.00161662777996374
" ENSG00000125637.16|PSD4",0.0400612536710443,0.00509693120284662,0.000786766710253239
" ENSG00000175048.17|ZDHHC14",0.00794405847641877,0.1211285806592,0.00110444615996197
" ENSG00000169083.18|AR",0.004263307014631,0.0070682266274481,0.00133990387771173
" ENSG00000198380.13|GFPT1",0.000563523394050177,0.000835351941291029,0.000642395914675964
" ENSG00000085741.14|WNT11",0.000406283497487503,0.00110188169707064,0.00025438456104425
" ENSG00000128815.20|WDFY4",0.00515103805855261,5.69340722322842e-05,0.000141676897711331
" ENSG00000099904.16|ZDHHC8",0.00132067156621329,0.0100745698654141,0.000809411576970504
" ENSG00000100299.18|ARSA",0.000426544053584665,0.00128927452991711,0.000274882754863509
" ENSG00000082212.13|ME2",0.00165380051337628,0.00115647486273962,0.000902713367490418
" ENSG00000172731.15|LRRC20",0.0113209283806581,0.00464605014948127,0.000796367423639755
" ENSG00000099624.8|ATP5F1D",0.00338377908029708,0.000960726830427293,0.000685082741899379
" ENSG00000182179.13|UBA7",0.00084731164009666,0.00089219136574803,0.00027654902637031
" ENSG00000006451.8|RALA",0.00182759710987335,0.00168584022014517,0.000427671973210697
" ENSG00000179456.12|ZBTB18",0.0017359379090285,0.00260114893870411,0.000366576160183282
" ENSG00000165730.16|STOX1",0.0151589850369184,0.00613453174002824,0.0007120872459776
" ENSG00000180008.9|SOCS4",0.00657371454785831,0.0047178348824244,0.00110238401141949
" ENSG00000140398.14|NEIL1",0.00184448768510692,0.00148553927738837,0.000361741566431428
" ENSG00000160593.20|JAML",0.0170997624270783,0.000310971774977076,0.00338072356444508
" ENSG00000180628.15|PCGF5",0.00223519267181512,0.00171584094570931,0.00135768125354785
" ENSG00000134802.18|SLC43A3",0.00099281234806381,0.000656637242609559,0.000358238789499316
" ENSG00000119953.14|SMNDC1",0.00267903234883702,0.0162176695175821,0.00120535125673749
" ENSG00000112237.13|CCNC",0.00521963315113008,0.0030682527760818,0.00186660983068762
" ENSG00000171291.9|ZNF439",0.00987816093984473,0.00209983001180781,0.00120446311438305
" ENSG00000172869.15|DMXL1",0.00352440616435165,0.00382119641133893,0.00153667633364896
" ENSG00000172428.11|COPS9",0.016305342916202,0.00384826711777343,0.00153808378511711
" ENSG00000138757.15|G3BP2",0.00414999751081927,0.00391617663957363,0.00115996703751331
" ENSG00000178105.12|DDX10",0.00074475362481885,0.000419081882364564,0.000398735971374076
" ENSG00000164638.11|SLC29A4",0.00251697575641707,0.00105052548326978,0.000527196813258857
" ENSG00000145391.14|SETD7",0.000752558208134707,0.0026899029622632,0.00023130405164179
" ENSG00000135913.11|USP37",0.00337994461108589,0.000575817371663234,0.000557354183859937
" ENSG00000152213.4|ARL11",0.0110654906385724,0.00544706306435661,0.000297598783823627
" ENSG00000179218.15|CALR",0.00219906401401659,0.017108849239113,0.00115166371093822
" ENSG00000117500.13|TMED5",0.00440514083755538,0.00401181685863019,0.00153678735950902
" ENSG00000291194.1|ENSG00000291194",0.00203917079214319,0.00124919327893247,0.000605247490252703
" ENSG00000290928.1|ENSG00000290928",0.00716914917528622,0.026726448658391,0.000638373460552508
" ENSG00000148411.8|NACC2",0.00269547769289304,0.00347114377215987,0.000760500177583334
" ENSG00000164318.18|EGFLAM",0.00118881412033907,0.000187627284957692,0.000325645735555876
" ENSG00000115317.13|HTRA2",0.00309722501476872,0.00493402027726009,0.000573311934362386
" ENSG00000213203.3|GIMAP1",0.00153114424981804,0.000787447112769235,0.000487779992156323
" ENSG00000149150.9|SLC43A1",0.00082038817411445,0.000313635780847754,0.000180861420048473
" ENSG00000091542.9|ALKBH5",0.00381910596562378,0.0222669476894325,0.000701542673613109
" ENSG00000212694.8|LINC01089",0.00152765037032809,0.000340956715357109,0.000734703925624025
" ENSG00000111859.17|NEDD9",0.00321148176224572,0.000918567372619195,0.000577142085254168
" ENSG00000075240.17|GRAMD4",0.000346675757483261,0.000180977680120315,0.000431917422958255
" ENSG00000165934.13|CPSF2",0.000600087259353343,0.00176500973209759,0.000148230392916671
" ENSG00000174125.8|TLR1",0.00212770597806836,0.000442239132395494,0.000250216530287894
" ENSG00000290912.1|HERC2P7",0.00693943184539747,0.0112474878034578,0.00159398878824046
" ENSG00000115363.14|EVA1A",0.0403426017476505,0.0231371292326964,0.000758799482634119
" ENSG00000005108.17|THSD7A",0.00434186694578675,0.00555350143964339,0.000383257498695917
" ENSG00000011201.12|ANOS1",0.00195233096695966,0.00237481534674897,0.000363970025335752
" ENSG00000145014.18|TMEM44",0.00378859326394843,0.0151193058439215,0.000707464874555086
" ENSG00000165025.15|SYK",0.0324757937280758,0.0014653856235014,0.00125157425552065
" ENSG00000205885.8|C1RL-AS1",0.00354123116172243,0.000481400189309606,0.00021303347523649
" ENSG00000180884.10|ZNF792",0.00831562923030926,0.0018988925936127,0.00142992860190772
" ENSG00000100154.15|TTC28",0.00290412898127279,0.001376444463559,0.000444278400709153
" ENSG00000187266.14|EPOR",0.014776681819917,0.00432617077114854,0.00179673684362458
" ENSG00000180425.11|C11orf71",0.00402590951165448,0.013785495138356,0.00109908971540651
" ENSG00000140694.18|PARN",0.0020233516157336,0.00260354989910005,0.00130462796249919
" ENSG00000151575.15|TEX9",0.0116924654446786,0.00199714285126684,0.000423245029325336
" ENSG00000168092.14|PAFAH1B2",0.00607241826403604,0.00724030600139395,0.00139955668478031
" ENSG00000154059.11|IMPACT",0.00511520026669718,0.0035130125236873,0.0021043983042697
" ENSG00000106952.8|TNFSF8",0.0367378730319793,0.000810732200794417,0.00080577407854016
" ENSG00000163354.15|DCST2",0.0396080629466836,0.0106359869680176,0.000928652940433206
" ENSG00000188735.13|TMEM120B",0.0122864450769915,0.00727608255551155,0.00186638132847017
" ENSG00000225731.1|PDE9A-AS1",0.0179180402053761,0.0101859516490141,0.00114125589563429
" ENSG00000197019.5|SERTAD1",0.0126118888962152,0.00198544698307657,0.00089968744886971
" ENSG00000163823.4|CCR1",0.00188459043544801,0.00018283289055532,2.26260682818502e-05
" ENSG00000174705.13|SH3PXD2B",0.00561132099514666,0.0013573780407441,0.00089951805097066
" ENSG00000161542.17|PRPSAP1",0.00375532385089716,0.0303347198913816,0.00102290795859961
" ENSG00000142396.11|ERVK3-1",0.00677890985662408,0.00409153301598605,0.000778335297584246
" ENSG00000232818.2|RPS2P32",0.0172498132110619,0.00392674764939004,0.000964365557088454
" ENSG00000181472.5|ZBTB2",0.00232293077837453,0.000894680905083049,0.000674937426050737
" ENSG00000125875.15|TBC1D20",0.00180715866334839,0.00622309236649712,0.000697784616955926
" ENSG00000131791.8|PRKAB2",0.00135813395743878,0.0684508254689202,0.00107289193931764
" ENSG00000127080.10|IPPK",0.0199507918479611,0.0058675090468221,0.00166448281461729
" ENSG00000152128.13|TMEM163",0.00729059479500938,0.00842246654544587,0.000528459104898849
" ENSG00000101916.12|TLR8",0.0880002217271701,0.0111922336674772,0.000803502522777858
" ENSG00000173110.8|HSPA6",0.0908533460534337,0.00149533507121957,0.00104544533163527
" ENSG00000183762.13|KREMEN1",0.00433194880635875,0.0198450023239708,0.00116299226151462
" ENSG00000153885.15|KCTD15",0.0048339795529666,0.133574017357226,0.00120622121504991
" ENSG00000141858.12|SAMD1",0.00190227583855418,0.00199871535727159,0.000584867093906483
" ENSG00000180902.18|D2HGDH",0.00371362578271728,0.00150234371338931,0.000710436263393177
" ENSG00000226015.2|CCT8P1",0.0312495909563062,0.000708524866695148,0.000894391354811508
" ENSG00000172201.12|ID4",0.015350169196506,0.0401997610236274,0.000671496746446953
" ENSG00000133398.4|MED10",0.000722845095460611,0.000694218978751104,0.000376719740785125
" ENSG00000176396.11|EID2",0.00615438094695593,0.0382029946412836,0.000819575903891478
" ENSG00000111796.4|KLRB1",0.280319218514615,0.00545261964782073,0.00170714961532425
" ENSG00000204291.11|COL15A1",0.00119583983736815,0.000520279242816236,0.000753774512819105
" ENSG00000117115.13|PADI2",0.0278432116899228,0.00136279699757708,0.000323620881324552
" ENSG00000132394.11|EEFSEC",0.00488593247662672,0.0124264711353473,0.000587518707841227
" ENSG00000107551.21|RASSF4",0.00187427724196967,0.000517408548331237,0.000408229325242964
" ENSG00000204564.12|C6orf136",0.00674747364455441,0.0338143548850661,0.000702474104343986
" ENSG00000163297.18|ANTXR2",0.00701122316783395,0.00401734320569758,0.00112959274717239
" ENSG00000054967.13|RELT",0.0452094825845384,0.00318714595384972,0.00117386392582722
" ENSG00000229715.5|EEF1DP3",0.0314392575344972,0.0015895566437466,0.000660718048134168
" ENSG00000033867.17|SLC4A7",0.0122843425674821,0.00363276056119666,0.00197043986516449
" ENSG00000002822.16|MAD1L1",0.021832960086857,0.00593791652895781,0.00163413000398087
" ENSG00000167306.21|MYO5B",0.0289939780485488,0.0046276489317814,0.000788464748567419
" ENSG00000290007.1|ENSG00000290007",0.00271446324784219,0.00387381557174175,0.000819282386044562
" ENSG00000279041.1|ENSG00000279041",0.000611012877293825,4.61536369355179e-05,6.22073336052849e-05
" ENSG00000094975.15|SUCO",0.00504326702782243,0.00525251586012088,0.00198300558889442
" ENSG00000165959.12|CLMN",0.00503333084162294,0.00623115619502734,0.0010909977268178
" ENSG00000172260.15|NEGR1",0.000598840489519645,0.000756549224699229,0.000146836078652731
" ENSG00000236120.7|LINC03070",0.0332693094438682,0.00256212640499842,0.00120506970992483
" ENSG00000006432.16|MAP3K9",0.120765342863038,0.00418503377655388,0.00176604212746878
" ENSG00000139197.11|PEX5",0.00515435337542784,0.0206948550702555,0.000737548310475677
" ENSG00000157036.13|EXOG",0.0112114653316323,0.00536174456613048,0.00128542764765643
" ENSG00000177888.8|ZBTB41",0.0100571136749666,0.00486243890318405,0.00167339902739276
" ENSG00000230373.9|GOLGA6L5P",0.00442650759690799,0.00230066683435015,0.000590528661652101
" ENSG00000214706.12|IFRD2",0.00674270261346566,0.0152317577660651,0.00176074317304609
" ENSG00000131899.12|LLGL1",0.00118370336056139,0.000354409614933588,0.000633338010942008
" ENSG00000133048.13|CHI3L1",0.0327901555941118,0.0071599142807513,0.000458033944227671
" ENSG00000160917.15|CPSF4",0.00144965950039864,0.00381935414111621,0.000378578350171893
" ENSG00000167528.13|ZNF641",0.00187492323808785,0.0074647641518194,0.000372497074467953
" ENSG00000110435.13|PDHX",0.0087842520097146,0.0315235367908256,0.00166764220959556
" ENSG00000198467.16|TPM2",0.00704782841417639,0.00174822170548672,0.00065076276727416
" ENSG00000124486.15|USP9X",0.000125757685744158,5.12551180519294e-05,0.00057289313141675
" ENSG00000006634.8|DBF4",0.000254447605073036,0.00174587828943343,7.78279299305848e-05
" ENSG00000125841.13|NRSN2",0.000383041611492718,0.000586220519101244,0.000301230855053024
" ENSG00000168288.13|MMADHC",0.000679138919346998,0.00082238380394184,0.000838721853670177
" ENSG00000164332.8|UBLCP1",0.00353524349343896,0.0093679170076828,0.00121634002797426
" ENSG00000166927.13|MS4A7",0.00876665185622504,0.00247577493353809,0.00047636079933297
" ENSG00000121749.16|TBC1D15",0.00326782069403737,0.0118329983891307,0.000930560067875952
" ENSG00000112186.13|CAP2",0.00297563367382114,0.00127737224897695,0.00104893991114063
" ENSG00000136875.13|PRPF4",0.00142061647412263,0.00166497355633206,0.000586723435519001
" ENSG00000182326.17|C1S",0.00115134005488565,0.00130989453211933,0.000420584989741957
" ENSG00000120742.11|SERP1",0.0039777777215142,0.0125889576230142,0.00121468926162808
" ENSG00000135046.14|ANXA1",0.00249984835693939,0.0043788303175587,0.000825013340694736
" ENSG00000263956.8|NBPF11",0.0008826458066169,0.00156968494834411,0.000366320907352446
" ENSG00000138279.16|ANXA7",0.00164328759537341,0.00193658799761243,0.00340796255073928
" ENSG00000185973.12|TMLHE",0.00129176929046303,0.0129991678646016,0.000468561189457243
" ENSG00000115760.16|BIRC6",0.00151657796012672,0.00459636610262915,0.00106072619257924
" ENSG00000152804.11|HHEX",0.00141693465556207,0.000156382548728518,0.00494983458287243
" ENSG00000146521.12|LINC01558",0.0116273738277214,0.000536834513545188,0.000662272053167823
" ENSG00000172116.23|CD8B",0.158543043013821,0.00381226506489984,0.00153826515211719
" ENSG00000135622.13|SEMA4F",0.00375384061900985,0.00185001671620788,0.000625529994411567
" ENSG00000135074.16|ADAM19",0.00787792263015311,0.000283121151078425,0.000513532257146883
" ENSG00000291105.1|ENSG00000291105",0.0138217108313559,0.00199097000662052,0.000749037115523654
" ENSG00000241860.7|ENSG00000241860",0.00194532543057109,0.000946616969075276,0.000572068475611864
" ENSG00000105825.14|TFPI2",0.00844817041449286,0.00756359022664892,0.000853696495282265
" ENSG00000165716.11|DIPK1B",0.00634870936610976,0.00538839156588584,0.0016400521369688
" ENSG00000158292.7|GPR153",0.00066957235617929,0.000221494323528026,0.000655693764595178
" ENSG00000175727.15|MLXIP",0.00678143117951435,0.214004569515647,0.0018957289440692
" ENSG00000158270.12|COLEC12",0.0104993701882823,0.00379938842328431,0.0020595013075623
" ENSG00000260922.2|ENSG00000260922",0.0947966110712266,0.00875080001189287,0.000779632042406732
" ENSG00000219481.11|NBPF1",0.00194380174667508,0.00119563028208358,0.00050937518476013
" ENSG00000136141.15|LRCH1",0.00296373109465853,0.00461381582956055,0.00050592726688492
" ENSG00000256771.5|ZNF253",0.0106946099655645,0.00772532123033154,0.00190798305602502
" ENSG00000104375.17|STK3",0.00140199668511332,0.00102245544263548,0.00151121031674854
" ENSG00000168772.12|CXXC4",0.0060819792325375,0.00109987645993,0.00105692914678699
" ENSG00000020129.16|NCDN",0.00996230878107829,0.0556558648533583,0.00117609965882493
" ENSG00000142961.16|MOB3C",0.00301400841581845,0.00597485758775229,0.000840150892279956
" ENSG00000081377.17|CDC14B",0.00448244721307811,0.0026536348643419,0.00191934645624292
" ENSG00000107099.18|DOCK8",0.0066049079609988,0.00563126818309523,0.00131992991332532
" ENSG00000123933.17|MXD4",0.000432462452332527,0.00221496777974274,0.000625127196252129
" ENSG00000101220.18|ADISSP",0.00935760423256493,0.00557769957354493,0.00121500517200767
" ENSG00000146072.6|TNFRSF21",0.0092771607337675,0.00780589407672051,0.00160390214269768
" ENSG00000143224.18|PPOX",0.005405697829718,0.0018956224550456,0.000806794044075909
" ENSG00000135316.20|SYNCRIP",0.00428095844178577,0.0455066756741748,0.00168583372644864
" ENSG00000110492.17|MDK",0.0049589011990544,0.00284798213375481,0.00146013571623246
" ENSG00000244055.2|ENSG00000244055",0.00432691869129766,0.00227610197985834,0.000695651853238964
" ENSG00000182240.16|BACE2",0.00949143924694185,0.0123054140866762,0.00132319715123913
" ENSG00000170509.12|HSD17B13",0.00379221313948608,0.00181077618214931,0.000601451676726428
" ENSG00000166128.13|RAB8B",0.00437080178384251,0.00753702420779664,0.000630106394930663
" ENSG00000196189.14|SEMA4A",0.053477534145618,0.00393159113639367,0.000978357012131448
" ENSG00000261326.4|LINC01355",0.0070792077642532,0.00244254752303563,0.00159183968336429
" ENSG00000137700.19|SLC37A4",0.00706608003939835,0.00718783061907391,0.00109359862062086
" ENSG00000237813.4|ENSG00000237813",0.0771576840054661,0.00503564326662544,0.00232671129922668
" ENSG00000118564.15|FBXL5",0.00765229581911158,0.00961066803356196,0.00219120163046227
" ENSG00000162066.16|AMDHD2",0.00157850413726435,0.00115790620531267,0.000433465898800556
